reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,userLang,app_id,translated_content,clean_translated_content
885723f1-48f7-47d6-9200-fc30f03f74d3,Nijam Uddin Uddin,https://play-lh.googleusercontent.com/a/ACg8ocIIlhA91e58vAICQ0DHcAXl3tJB__A2pIzYAnxeuJGI=mo,Nice,5,0,10.0.8,2023-09-19 14:36:51,,,10.0.8, EN,org.telegram.messenger,Nice,Nice
f01e15d1-86ac-45b5-879d-d6ea8ae9e52e,Ajin Achu,https://play-lh.googleusercontent.com/a-/ALV-UjUIcqFuCjkm7wrSgWT1R8R6URewAebN5A0GMlyvhF80Qw,Nise,5,0,9.6.5,2023-09-19 14:36:06,,,9.6.5, EN,org.telegram.messenger,Nise,Nise
33a774f5-ffd7-407a-b163-e697ec3d205c,aryaa adhi,https://play-lh.googleusercontent.com/a-/ALV-UjXGoM1nQ2jANG2jr82eb5DCDMX2gxA6kKfcE18p_aLOw2g,VERY GOOD,5,0,,2023-09-19 14:34:02,,,, EN,org.telegram.messenger,VERY GOOD,VERY GOOD
bdbb5549-c701-47f9-90b4-f24abbf44fd5,Bhaskar More,https://play-lh.googleusercontent.com/a-/ALV-UjWH1GaqW7c3lozHboVTpq9EELoQrId1mmvXEknBF3PgpA,Good,5,0,9.6.7,2023-09-19 14:29:45,,,9.6.7, EN,org.telegram.messenger,Good,Good
b21d4f24-47d9-41a1-aff7-7c7d46590c0d,Nabidul Hassan,https://play-lh.googleusercontent.com/a-/ALV-UjVWdYdub5kKmRVErTv-_sSXTxwvIy3ngyY03m14nsSoyp8,When I enter my phone number it show I am banned I email support telegram but I got no answer😭,1,0,,2023-09-19 14:27:15,,,, EN,org.telegram.messenger,When I enter my phone number it show I am banned I email support telegram but I got no answer😭,When I enter my phone number it show I am banned I email support telegram but I got no answer😭
5c45b75a-e9b9-4585-8e72-d87c00e31858,Le Ozinuel,https://play-lh.googleusercontent.com/a-/ALV-UjXyiYXtMf6aUx_hgZ250w-uqEgmnbGXoM88Ru9n7QcPyHE,"Barrs users login for no tangible reason, null response on login issues emailing, nice UX/UI, but functions,..void/minimal will find other large file download/communication options.",2,0,,2023-09-19 14:25:13,,,, EN,org.telegram.messenger,"Barrs users login for no tangible reason, null response on login issues emailing, nice UX/UI, but functions,..void/minimal will find other large file download/communication options.","Barrs users login for no tangible reason, null response on login issues emailing, nice UX/UI, but functions,..void/minimal will find other large file download/communication options."
1cb433c2-3b5f-449e-ab4d-f4e376da58cf,Chinoyerem Uwadinjo,https://play-lh.googleusercontent.com/a-/ALV-UjWV2FrpuWLlC88ZjGRZ0MSFeyETDhLea5SU55dokYYwJic,Wonderful,5,0,10.0.8,2023-09-19 14:22:00,,,10.0.8, EN,org.telegram.messenger,Wonderful,Wonderful
9a2a435c-51a0-4809-a541-707e9ea2c8d8,hassan2,https://play-lh.googleusercontent.com/a/ACg8ocKviDMHe3G8y4jgoBOblicFX254_FKNnn4xFdC3niWd=mo,nice app,5,0,10.0.8,2023-09-19 14:17:00,,,10.0.8, EN,org.telegram.messenger,nice app,nice app
ff7008ae-15d4-449b-a41b-04dded62c461,Arb,https://play-lh.googleusercontent.com/a/ACg8ocLzcSxQA4771QTGoO7pf3ZpKvZkiF0F1X9_WtyCKcX-Dw=mo,"When I want to upload a pic or video or edit a pic, the app crashes and closes. I get an error of java.lang.OutofMemoryError. It happened since a few weeks. I use the same phone and never had this problem before. My app is up to date. Telegram X doesn't give this error but it's limited in its capabilities. I tried cleaning cash, data etc., removing the app and reinstalling, installing the app from the Telegram website and none of it works.",1,0,10.0.8,2023-09-19 14:14:26,,,10.0.8, EN,org.telegram.messenger,"When I want to upload a pic or video or edit a pic, the app crashes and closes. I get an error of java.lang.OutofMemoryError. It happened since a few weeks. I use the same phone and never had this problem before. My app is up to date. Telegram X doesn't give this error but it's limited in its capabilities. I tried cleaning cash, data etc., removing the app and reinstalling, installing the app from the Telegram website and none of it works.","When I want to upload a pic or video or edit a pic, the app crashes and closes. I get an error of java.lang.OutofMemoryError. It happened since a few weeks. I use the same phone and never had this problem before. My app is up to date. Telegram X doesn't give this error but it's limited in its capabilities. I tried cleaning cash, data etc., removing the app and reinstalling, installing the app from the Telegram website and none of it works."
6cc38978-1e9f-4db0-ae37-4b1db02d3347,DJ ABOL,https://play-lh.googleusercontent.com/a-/ALV-UjWwW9ZiT5nsMzb5Yl0M7a90oCBJRXKNFPnbiAFgchCdeA,Not for iran stori !!!,2,0,,2023-09-19 14:12:45,,,, EN,org.telegram.messenger,Not for iran stori !!!,Not for iran stori !!!
428b7444-7ba8-403b-9a34-066300580a34,Max -,https://play-lh.googleusercontent.com/a-/ALV-UjWVeID5xJmMWDOQuXItGsCrRxQu_NwsaHGZzFXdY7fBUg,ALL TIME BEST❤️,5,0,,2023-09-19 14:12:37,,,, EN,org.telegram.messenger,ALL TIME BEST❤️,ALL TIME BEST❤️
b2f526f3-e67e-4a30-ac96-f4e85da0f170,yoga yos gatari,https://play-lh.googleusercontent.com/a-/ALV-UjV49EXnYlbvI_p9qB44_7pHFzpuVvyUGgrsiJKSQroaxnQ,Very Good,5,0,9.4.4,2023-09-19 14:10:08,,,9.4.4, EN,org.telegram.messenger,Very Good,Very Good
14229b6f-41fd-4f16-a7d6-1f7557dafa5e,Satya Adinata Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjUg3zpQn7ADwQYlABDW3BEtvOBvq4rWbYOuC9Dot4-6-A,I Like This,5,0,10.0.8,2023-09-19 14:09:04,,,10.0.8, EN,org.telegram.messenger,I Like This,I Like This
16a5ccaf-d917-48bf-a63e-54d932ec1005,Mehedi Hasin,https://play-lh.googleusercontent.com/a/ACg8ocKXIO4k9pX8ltEa9eaW4fVrf1KwtXWXJMeAuDoW0i4p=mo,Nice,5,0,,2023-09-19 14:06:45,,,, EN,org.telegram.messenger,Nice,Nice
d1d7b57c-e6dc-4b30-9eee-9f7af047b2c8,Mohsin Khan786,https://play-lh.googleusercontent.com/a/ACg8ocK6P3B0qm36EYpamrCbe1X_Yp4yOS6D9Hwd15AtbqTG=mo,Very good,5,0,10.0.8,2023-09-19 14:03:44,,,10.0.8, EN,org.telegram.messenger,Very good,Very good
489df121-ee6f-4d12-ab07-1c25216ddb19,Mister Yone,https://play-lh.googleusercontent.com/a-/ALV-UjWsgsn9z7uNyGyLQ7F8f2G5Tonf8Tsa7oVCDy8FUBmoCjU,"best app, even if they just destroyed the search",5,0,10.0.8,2023-09-19 13:59:34,,,10.0.8, EN,org.telegram.messenger,"best app, even if they just destroyed the search","best app, even if they just destroyed the search"
627897fd-a99b-4bed-b9e2-b7546c8207d0,Munna Madkami,https://play-lh.googleusercontent.com/a/ACg8ocLBHtpadyUSHEnCsuCy6YjdNIKUwXqwYa7cN1et2_vR=mo,Optional,5,0,10.0.8,2023-09-19 13:59:18,,,10.0.8, EN,org.telegram.messenger,Optional,Optional
10de4083-53e8-4ceb-8da5-a68799a8e490,roy wap,https://play-lh.googleusercontent.com/a-/ALV-UjUFAk04vls6wwlRSZLaNOfa5WIcYn57cRoRsQD4rRbD8ZQ,VERY GOOD,5,0,10.0.8,2023-09-19 13:58:47,,,10.0.8, EN,org.telegram.messenger,VERY GOOD,VERY GOOD
2d165e5c-4904-42a0-a3f0-742594c231da,Dh rk,https://play-lh.googleusercontent.com/a/ACg8ocKyDPvBA91cjE0hespRuGCVVSaB5MRrZYrZJAGs0rlQ=mo,very some people,5,0,10.0.8,2023-09-19 13:56:42,,,10.0.8, EN,org.telegram.messenger,very some people,very some people
2d1bb951-4bfb-4ab9-90aa-73dc6203fc59,KautsarBR,https://play-lh.googleusercontent.com/a-/ALV-UjU2oRm3GnFUxDfXE2HX0-YaZmaJ8jZP61Vo45lk3NDcME8v,Can't login,1,0,10.0.8,2023-09-19 13:56:35,,,10.0.8, EN,org.telegram.messenger,Can't login,Can't login
6fce0dae-83a2-4bf3-887f-397e6837d09c,kavita bamne,https://play-lh.googleusercontent.com/a/ACg8ocJXD6G3HErHDi4dGx5V1zAAHA5XVed7RsPBSX23TRTV=mo,Ubhub,5,0,10.0.6,2023-09-19 13:55:12,,,10.0.6, EN,org.telegram.messenger,Bub,Bub
f6556781-7d4a-4421-b823-22db5ebb5b3f,Sumit Jadam,https://play-lh.googleusercontent.com/a-/ALV-UjWCry3cveo9PZJpJN0yVnOq-4IqtZedDe-tHRNshf2s6w,W u r my New Blog hi nhi ehai,3,0,10.0.5,2023-09-19 13:50:25,,,10.0.5, EN,org.telegram.messenger,W ur my New Blog hi nhi ehai,W ur my New Blog hi nhi ehai
64169dd8-d0ab-4db6-b369-5170177c0335,Adinda Rizka,https://play-lh.googleusercontent.com/a-/ALV-UjWc090XSklvoF-TFQmfV50ljx8I3ZhKUHopcwRpZeQJ4Q,"Tidak bisa masuk,saat memasukkan nomor telepon pasti selalu unable to connect",2,0,10.0.8,2023-09-19 13:49:26,,,10.0.8, EN,org.telegram.messenger,"Can&#39;t enter, when entering a telephone number it is always unable to connect","Can't enter, when entering a telephone number it is always unable to connect"
0a08bf2d-fb1e-4da6-8941-1062f0e95eda,daniel chirwa,https://play-lh.googleusercontent.com/a-/ALV-UjUFGiTkfp4kskr2-QHg7PIrTvPVz0cOQf-tyPZJuj-DfA,Nice app,5,0,10.0.2,2023-09-19 13:48:55,,,10.0.2, EN,org.telegram.messenger,Nice app,Nice app
75cff710-7195-4f70-851c-e40c0faaf154,Engineer 2018,https://play-lh.googleusercontent.com/a/ACg8ocKmiy_f4yhLkyn7O2c_5nWW7bf1ggwn6weybReG-6ik=mo,It has all that you need to get surfing🔨🔨🔨,5,0,10.0.6,2023-09-19 13:48:46,,,10.0.6, EN,org.telegram.messenger,It has all that you need to get surfing🔨🔨🔨,It has all that you need to get surfing🔨🔨🔨
dc78ee94-692a-48f7-a346-b7542829ad14,Mukesh कुमार,https://play-lh.googleusercontent.com/a/ACg8ocK9gjOjpUZeX7teqFQDf7s2HI03D4HZBKoxsqP4N1oPCw=mo,Good for Study,4,0,9.7.6,2023-09-19 13:38:38,,,9.7.6, EN,org.telegram.messenger,Good for Study,Good for Study
049a737a-ad26-467a-9777-29729b3832cd,Adda Bazzi360,https://play-lh.googleusercontent.com/a-/ALV-UjUAoa2CBUp5KC1d4I2ysIJjqeoQxJKgdg37WKNh4g1DCWA,Good,5,0,,2023-09-19 13:32:11,,,, EN,org.telegram.messenger,Good,Good
49c0a146-e063-4d0d-87c8-5169335c342f,Kingleo Oshio,https://play-lh.googleusercontent.com/a-/ALV-UjVjpuwie0flWwwBNjsu-_K7xmsHhX0J2-IcdnWSM2bbzcbN,Same complaint with Bonya Malek below. Everything seems to be loading until I uninstall and reinstall and then it starts again. Apart from the desktop version on my pc,1,0,10.0.8,2023-09-19 13:31:53,,,10.0.8, EN,org.telegram.messenger,Same complaint with Bonya Malek below. Everything seems to be loading until I uninstall and reinstall and then it starts again. Apart from the desktop version on my pc,Same complaint with Bonya Malek below. Everything seems to be loading until I uninstall and reinstall and then it starts again. Apart from the desktop version on my pc
f9229cc6-3cb4-46a4-8588-9d6ebefd5392,Saumil Sahay,https://play-lh.googleusercontent.com/a-/ALV-UjXTJd5zkguOhLpc-HpY8uMrFi5PJae1Wob22zCtlofhdwjm,Worst app ever. Most preferred choice for scammers. Extremely poor safety features.,1,0,8.7.4,2023-09-19 13:31:42,,,8.7.4, EN,org.telegram.messenger,Worst app ever. Most preferred choice for scammers. Extremely poor safety features.,Worst app ever. Most preferred choice for scammers. Extremely poor safety features.
7bef2fb2-7e71-4a64-8e9c-1e3a34dc5238,SANJU RAJPUT,https://play-lh.googleusercontent.com/a-/ALV-UjUiWcdON0oFHTA4zydwX8s60VyTDbk5DOciK2_RDUtEUw,THIS APP IS ALL APPS TO GOOD,5,0,9.5.4,2023-09-19 13:29:33,,,9.5.4, EN,org.telegram.messenger,THIS APP IS ALL APPS TO GOOD,THIS APP IS ALL APPS TO GOOD
f3bb6533-5cd6-45b9-b3fc-4755ad00c246,Great Chidera,https://play-lh.googleusercontent.com/a/ACg8ocIW-6R3hLjMR8VRcrPjorUC0-SVl813OhIQlpGjS6UY=mo,Good application amazing to use,3,0,10.0.5,2023-09-19 13:27:38,,,10.0.5, EN,org.telegram.messenger,Good application amazing to use,Good application amazing to use
872b2d20-8a25-43dd-ac80-c8a0fa2ac0a4,andreas christianto,https://play-lh.googleusercontent.com/a/ACg8ocJoS9mqaeDYTyTYuGq3eRBlLmuhwuSTjP8ax2Zh5dep=mo,Very good,5,0,,2023-09-19 13:25:30,,,, EN,org.telegram.messenger,Very good,Very good
38d40b78-5359-48f8-b379-a2a8e593a010,Eyob Girma,https://play-lh.googleusercontent.com/a/ACg8ocJLiYe_QBI_2eG_meWeCyEUekvq2J3TbEqRZWfLf3WG=mo,Ok,5,0,10.0.8,2023-09-19 13:25:20,,,10.0.8, EN,org.telegram.messenger,Ok,Ok
cb590830-e736-4259-a894-044957974bb0,Salman Ghouri,https://play-lh.googleusercontent.com/a/ACg8ocLgQ0SE0rpTqL77utZefmCZ6chOfavE4ZC_dgUCnc5o=mo,Nice app,5,0,10.0.8,2023-09-19 13:22:53,,,10.0.8, EN,org.telegram.messenger,Nice app,Nice app
12a59d65-5ffd-4302-9133-99da97923e11,Hanieh 613,https://play-lh.googleusercontent.com/a/ACg8ocJkFu4Zh0KRDIt2kGZPWxvIAa1o_3AR23c0d9kdHKLH=mo,میگه که به 500 تا کانال و گروه عضو هستی و به سقف مجاز رسیدی ولی اینطور نیست و هیچ کانال و گروهی ندارم که عضو باشم توش لطفا بررسی کنید و بگید چیکار باید کرد ممنون!,3,0,10.0.8,2023-09-19 13:22:29,,,10.0.8, EN,org.telegram.messenger,"It says that you are a member of 500 channels and groups and you have reached the limit, but this is not the case and I don&#39;t have any channels or groups to be a member of. Please check and tell me what to do, thank you!","It says that you are a member of 500 channels and groups and you have reached the limit, but this is not the case and I don't have any channels or groups to be a member of. Please check and tell me what to do, thank you!"
064064ad-3b64-43d3-9efa-7f602d65f6aa,Malik . Awan,https://play-lh.googleusercontent.com/a-/ALV-UjVY1msQIMoTwwWlFKzptAnlp5juMsi_wmi6lS049LODiok,nice,5,0,10.0.8,2023-09-19 13:20:32,,,10.0.8, EN,org.telegram.messenger,nice,nice
bfaa4500-43e4-47dd-a5a2-ec822a8e1728,AMANATH ELLIKKOTTIL,https://play-lh.googleusercontent.com/a-/ALV-UjWgVAn_CyAwBndJhFez1T4rQ6a9p8CrJiZqwItmBRIQxw,It's a good app,4,0,,2023-09-19 13:19:00,,,, EN,org.telegram.messenger,It's a good app,It's a good app
3c04a13b-9e86-430b-9d69-d309f39f76c7,Ornamental fish Farm,https://play-lh.googleusercontent.com/a-/ALV-UjX0zn_Hik-IUJXrj_dJxb84StY_NSRY3G3I3LLi6EWy298,VERY GOOD,5,0,,2023-09-19 13:16:40,,,, EN,org.telegram.messenger,VERY GOOD,VERY GOOD
53669a12-fbfd-43be-8895-8ab633cf2df0,Hein Soe,https://play-lh.googleusercontent.com/a/ACg8ocKGyhLFQLTCmi_OtYaOv4Ob3MEA9No5FuA5Zrst3IFv=mo,Hein Soe that,1,0,10.0.8,2023-09-19 13:13:29,,,10.0.8, EN,org.telegram.messenger,Hein Soe that,Hein Soe that
ea12b3b4-8496-4090-9331-ec8df9309297,Shakil Ahmed,https://play-lh.googleusercontent.com/a/ACg8ocLGvhfJvFwpWBGFnIuC60hro6VFCrmJ74IxXmmvwBI1=mo,Nice,5,0,,2023-09-19 13:09:55,,,, EN,org.telegram.messenger,Nice,Nice
647bb0ee-5aab-4274-b652-b19db27fa3f8,Adwa Fadzli,https://play-lh.googleusercontent.com/a-/ALV-UjVtcvUZrFOm-0WK4XpXbvgxBR7v3iNiiLYNBUkW08zp7A,"Sometimes, when I want to open any chat, whether private chat,group, or channel information, I couldn't see any message even though I got notification. Please repair back the app for normal because it has been harder for me to use on education study. It's really tiring for me to uninstall this app and redownload back.",1,0,,2023-09-19 13:08:46,,,, EN,org.telegram.messenger,"Sometimes, when I want to open any chat, whether private chat,group, or channel information, I couldn't see any message even though I got notification. Please repair back the app for normal because it has been harder for me to use on education study. It's really tiring for me to uninstall this app and redownload back.","Sometimes, when I want to open any chat, whether private chat,group, or channel information, I couldn't see any message even though I got notification. Please repair back the app for normal because it has been harder for me to use on education study. It's really tiring for me to uninstall this app and redownload back."
f13aa56a-28dc-4e3f-8e97-3c1b8ef49def,Samuel 2001,https://play-lh.googleusercontent.com/a-/ALV-UjWdQKFzTBwfXCsb7oqoI7eD2IGSd6uqBZvUkrDn4itsfhk8,This App is Maranam maasu maranam,5,0,10.0.8,2023-09-19 13:07:43,,,10.0.8, EN,org.telegram.messenger,This App is Maranam maasu maranam,This App is Maranam maasu maranam
4886e23b-caac-4c4b-b93b-48a2e190c5f8,Jahangir Alam,https://play-lh.googleusercontent.com/a-/ALV-UjWfswLXGh9EqrjqEDeyB8sr0PV1ovUI3b0a3L3BjmVRaer0,verify code not arriving.,1,0,10.0.8,2023-09-19 13:06:18,,,10.0.8, EN,org.telegram.messenger,verify code not arriving.,verify code not arriving.
fa310239-da15-4273-933e-ebe437314d2d,Pikachu-4x20,https://play-lh.googleusercontent.com/a-/ALV-UjXFKiRzA3TF67m_zKlJwjWqYyACPZMZWCtXNRU6tOpRjw,Unfortunately Female Pikachu are not wanted on this app. All I get is horrible messages from people I do not know telling me im a pedo because I only post female yiff (yea thats right). Telegram is full of sexist pigs.,1,0,10.0.6,2023-09-19 13:02:57,,,10.0.6, EN,org.telegram.messenger,Unfortunately Female Pikachu are not wanted on this app. All I get is horrible messages from people I do not know telling me im a pedo because I only post female yiff (yea thats right). Telegram is full of sexist pigs.,Unfortunately Female Pikachu are not wanted on this app. All I get is horrible messages from people I do not know telling me im a pedo because I only post female yiff (yea thats right). Telegram is full of sexist pigs.
6d1b7d2f-e16c-4e8e-a325-2ea1b30421b6,3d Gamer 3d Gamer ji,https://play-lh.googleusercontent.com/a/ACg8ocIbKV95LZK8NbO-4MHdN_pgzhhS_56atePhUrpRG3qk=mo,Op bro ❤️🤪,5,0,,2023-09-19 13:00:38,,,, EN,org.telegram.messenger,Here&#39;s to bro ❤️🤪,Here's to bro ❤️🤪
735d58ed-e46a-4904-9409-9b445a2582ba,Akash Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjVl12-cQNDr5V0orf7ZFFHEJMV6TlX6NtihIQ99jHBBWhw,Veriy very good aap,5,0,,2023-09-19 12:56:38,,,, EN,org.telegram.messenger,Very very good aap,Very very good aap
94b841e5-2419-40d1-9eb3-51a56be3b193,Miriam,https://play-lh.googleusercontent.com/a-/ALV-UjXDXAbXScIaUFRBMOZXWJ1jMrEXfBMAUsJKbOAeA8uxqA,"I love all the features. Excellent app. You have everything you want like: status,privacy,locked app and more For me I like the app",5,0,,2023-09-19 12:56:35,,,, EN,org.telegram.messenger,"I love all the features. Excellent app. You have everything you want like: status,privacy,locked app and more For me I like the app","I love all the features. Excellent app. You have everything you want like: status,privacy,locked app and more For me I like the app"
55e0c45a-5047-4ed3-acfa-3c44563ad5a7,Zene Mulgeta,https://play-lh.googleusercontent.com/a/ACg8ocK8Y5yb6EOau87F1MzwZQCZtBVIJqdbT9GE-_6CFoY=mo,Zenemulgeta,2,0,10.0.8,2023-09-19 12:44:47,,,10.0.8, EN,org.telegram.messenger,Zenemulgeta,Zenemulgeta
ae9acf0d-4f94-4481-9f35-2b98f9961c3b,Ayesha Khokhar,https://play-lh.googleusercontent.com/a-/ALV-UjVd6Hc_yB9OGllEJLzqhnNvqfrhYxa4WtURTc-Qe8FfAQ,Sir please delete app because there Abundance of scammer and fraud with many people and than blocked them,3,0,,2023-09-19 12:43:48,,,, EN,org.telegram.messenger,Sir please delete app because there Abundance of scammer and fraud with many people and than blocked them,Sir please delete app because there Abundance of scammer and fraud with many people and than blocked them
45de0c11-9b17-4b3d-9b49-ec2d3f7da44b,Kevin Crysler,https://play-lh.googleusercontent.com/a-/ALV-UjUq-J0gbvr7jF1zBu4Fr6CNiCb37CvVDN5397kO9dhZTKT7,Annoying advertisment,1,0,10.0.8,2023-09-19 12:41:24,,,10.0.8, EN,org.telegram.messenger,Annoying advertisment,Annoying advertisment
e9350f0d-8b93-4a28-b272-5114a29ff6c6,Phillip Farley,https://play-lh.googleusercontent.com/a-/ALV-UjXPbO-COn8vsMjaY7QQDS2GiEGbOOkMiPIgny-eRANT_YQ,Don't do business on telegram all people do is rip you off,1,0,10.0.3,2023-09-19 12:39:46,,,10.0.3, EN,org.telegram.messenger,Don't do business on telegram all people do is rip you off,Don't do business on telegram all people do is rip you off
962d196f-171e-45d6-99dd-ea02228dad0e,Chandan das,https://play-lh.googleusercontent.com/a/ACg8ocJGkyUso3xriCsaKBY1cw8Dn_kuwZ4CinbQ37c8Fn7i=mo,👌👌👌👌👌,5,0,10.0.8,2023-09-19 12:39:01,,,10.0.8, EN,org.telegram.messenger,👌👌👌👌👌,👌👌👌👌👌
50c74d31-09c9-4e01-8f18-495451986b41,manal al zeadanien,https://play-lh.googleusercontent.com/a/ACg8ocJlDFpgHYkW-GqFBIOFriLYas4mHRlxi9-cM5X2R4jm=mo,مفيد كثير للدراسة وكثير آمن,5,0,10.0.6,2023-09-19 12:34:45,,,10.0.6, EN,org.telegram.messenger,Very useful for studying and very safe,Very useful for studying and very safe
a693952b-f33c-44cf-a047-d227f6feecac,Jessica Inry,https://play-lh.googleusercontent.com/a-/ALV-UjXue63kUq16SsPaITDPklajYbb2G_chwr1W1RQWLKQFueg,Very good,5,0,,2023-09-19 12:32:13,,,, EN,org.telegram.messenger,Very good,Very good
39a94fc2-e420-4da2-8f31-1df95294cbfa,Swetha Anand,https://play-lh.googleusercontent.com/a/ACg8ocKU-lsA4RZRoGCyNRQictbzvSsrUFvzO0gTN9SeU0vH=mo,Wonder ful app,5,0,,2023-09-19 12:19:51,,,, EN,org.telegram.messenger,Wonder ful app,Wonder ful app
554ee7b1-928b-48f7-a899-03c12e0bb9ae,Vadim Polischuk,https://play-lh.googleusercontent.com/a/ACg8ocLsMtfsMdwbpletv8xWcmE2bWdB0saShwFMIZoTEwzv=mo,Recently there is too many ads to buy telegram premium.It actually starts being annoying,2,0,10.0.8,2023-09-19 12:19:51,,,10.0.8, EN,org.telegram.messenger,Recently there is too many ads to buy telegram premium.It actually starts being annoying,Recently there is too many ads to buy telegram premium.It actually starts being annoying
bf83ea68-787e-447c-a6fb-78bbacb8a163,SHAREIT BOY,https://play-lh.googleusercontent.com/a-/ALV-UjXisx6Hp5Mhx3S1Vphm77Nor1hx5F4FKs1g2zwrHYBkqi4,Nice,5,0,10.0.8,2023-09-19 12:19:11,,,10.0.8, EN,org.telegram.messenger,Nice,Nice
740ef6f0-359b-4e44-8ea5-16849ddeceb5,Tuhin Alom,https://play-lh.googleusercontent.com/a-/ALV-UjXJdkY31C4G95iwFt1EFoUTcncgmrHgajtYQRm0AIQ4EA,Jj,5,0,,2023-09-19 12:17:15,,,, EN,org.telegram.messenger,Jj,Jj
8bc004c5-16cc-42bd-9e67-8feab995afef,Ramawatar Vishwakarma,https://play-lh.googleusercontent.com/a/ACg8ocK9WHVEODWpIEpI8_9ktAeczW_prYXByYGf-C6EO7Hu=mo,Good,5,0,10.0.8,2023-09-19 12:14:39,,,10.0.8, EN,org.telegram.messenger,Good,Good
b999a8f2-5cfa-4f1f-9622-1fedf1577829,Rajpal Sangar,https://play-lh.googleusercontent.com/a/ACg8ocJPx4-AFxWYMjJedbMXjoLmE4fX9bUL5jvpKKPyfY8S=mo,👎,1,0,,2023-09-19 12:13:09,,,, EN,org.telegram.messenger,👎,👎
245e7da6-3bb8-46c2-ba03-2570c80b65d0,Yasmin aprilia,https://play-lh.googleusercontent.com/a/ACg8ocKF0mAWC9rIdCBQxHYGWVRB9DTN-t8n5er4Q1KBqMk8=mo,"Why i am can't sign in "" unable to send SMS""",1,0,10.0.8,2023-09-19 12:12:55,,,10.0.8, EN,org.telegram.messenger,"Why i am can't sign in "" unable to send SMS""","Why i am can't sign in "" unable to send SMS"""
